Session_ID,User_ID,Date,Traffic_Source,Page,Device,Country,New_or_Returning,Session_Duration_Min,Pages_Per_Session,Bounce_Rate,Goal_Completions,Conversion_Rate
S100164,U11679,2026-05-13,Paid Search,About Us,Desktop,India,New,7.09,5.3,49.47,0,0
S100428,U10785,2026-05-13,Direct,About Us,Mobile,India,New,4.05,4.7,63.53,1,100
S103605,U10772,2026-05-13,Direct,Checkout,Mobile,Australia,Returning,8.26,5.8,43.19,0,0
S108422,U13833,2026-05-13,Paid Search,Pricing,Desktop,India,Returning,7.07,5.9,50.4,0,0
S101039,U15638,2026-05-13,Referral,FAQ,Desktop,India,New,5.56,3.4,63.4,0,0
S108161,U10343,2026-05-13,Direct,Contact Us,Mobile,India,New,7.58,6.1,41.1,0,0
S108382,U14023,2026-05-13,Direct,Home,Desktop,Australia,New,4.1,2.7,66.01,0,0
S103826,U11830,2026-05-13,Referral,Checkout,Mobile,India,Returning,2.74,3.1,48.27,0,0
S104678,U10977,2026-05-13,Social Media,Pricing,Mobile,India,New,2.95,4.5,53.07,0,0
S109234,U14017,2026-05-13,Organic Search,Home,Desktop,India,New,0.95,1.0,79.68,0,0
S104587,U12972,2026-05-13,Direct,Home,Desktop,USA,New,5.08,2.7,60.36,0,0
S105937,U11252,2026-05-14,Organic Search,About Us,Tablet,India,New,5.16,4.2,73.84,0,0
S102790,U14796,2026-05-14,Referral,Home,Desktop,Canada,Returning,2.14,1.7,76.71,0,0
S108573,U10529,2026-05-14,Organic Search,Home,Mobile,India,New,1.81,2.0,72.57,0,0
S102386,U13016,2026-05-14,Direct,FAQ,Tablet,UK,New,6.12,4.7,54.28,0,0
S108275,U10256,2026-05-14,Social Media,Pricing,Desktop,India,Returning,2.75,3.4,69.38,1,100
S109385,U13023,2026-05-14,Referral,Pricing,Desktop,India,New,3.98,2.8,54.91,0,0
S100706,U10500,2026-05-14,Referral,About Us,Desktop,Canada,Returning,5.53,6.0,56.39,0,0
S103397,U11396,2026-05-14,Paid Search,Checkout,Tablet,India,Returning,3.55,3.4,69.89,0,0
S109560,U10673,2026-05-14,Organic Search,Home,Desktop,India,Returning,1.37,3.7,67.12,0,0
S103723,U13809,2026-05-14,Referral,Product Details,Mobile,UK,Returning,5.06,2.9,58.68,0,0
S102750,U10820,2026-05-14,Organic Search,FAQ,Mobile,India,New,5.52,2.2,80.12,0,0
S109931,U15425,2026-05-14,Organic Search,Services,Desktop,India,Returning,4.75,2.7,60.94,0,0
S106181,U14038,2026-05-14,Direct,About Us,Mobile,India,Returning,5.67,2.6,67.59,0,0
S105817,U13546,2026-05-14,Organic Search,Products,Mobile,Canada,New,0.3,2.4,63.79,0,0
S106531,U11398,2026-05-14,Social Media,Services,Mobile,India,Returning,3.37,3.3,67.51,0,0
S106935,U15541,2026-05-14,Paid Search,Products,Mobile,India,Returning,4.67,5.1,55.16,0,0
S100655,U11820,2026-05-14,Organic Search,Home,Desktop,India,New,2.14,1.8,63.09,0,0
S106750,U15352,2026-05-14,Organic Search,Products,Desktop,India,New,4.98,4.9,64.34,0,0
S103791,U12243,2026-05-14,Organic Search,Product Details,Desktop,India,New,2.99,4.3,54.37,0,0
S109826,U13532,2026-05-14,Organic Search,Contact Us,Desktop,India,New,5.47,4.6,57.98,0,0
S107624,U15188,2026-05-14,Organic Search,Products,Tablet,India,Returning,5.33,5.6,55.02,0,0
S105750,U12893,2026-05-14,Organic Search,Product Details,Mobile,India,Returning,4.66,3.2,69.03,0,0
S103783,U12022,2026-05-14,Paid Search,Blog,Desktop,India,Returning,3.76,1.2,62.79,0,0
S102869,U12490,2026-05-14,Organic Search,Home,Mobile,India,New,0.57,2.0,68.8,0,0
S106666,U16055,2026-05-14,Organic Search,Home,Desktop,India,New,0.51,1.5,76.45,0,0
S109827,U13907,2026-05-14,Direct,Blog,Mobile,Australia,New,5.99,6.9,50.38,1,100
S105459,U16143,2026-05-14,Referral,Blog,Desktop,India,New,1.02,2.0,58.41,0,0
S106931,U11159,2026-05-14,Referral,Pricing,Desktop,India,Returning,12.37,7.8,37.28,0,0
S104506,U10667,2026-05-14,Direct,Products,Mobile,Australia,New,2.46,4.4,74.22,0,0
S102719,U11954,2026-05-14,Direct,Blog,Mobile,India,Returning,12.58,7.3,46.12,0,0
S103763,U11857,2026-05-14,Organic Search,Product Details,Desktop,India,Returning,3.86,2.3,73.75,0,0
S107960,U16231,2026-05-14,Organic Search,Home,Desktop,India,Returning,2.29,1.2,81.44,0,0
S104730,U11904,2026-05-14,Paid Search,Services,Mobile,Australia,New,8.63,5.5,66.84,1,100
S103201,U10841,2026-05-14,Social Media,FAQ,Mobile,India,New,1.23,1.1,72.45,0,0
S105669,U12501,2026-05-14,Referral,Pricing,Mobile,UK,New,3.32,2.8,82.11,0,0
S103126,U15679,2026-05-14,Direct,Home,Desktop,India,New,6.46,4.2,58.9,0,0
S109695,U11789,2026-05-14,Social Media,Services,Mobile,India,Returning,3.74,3.1,63.93,0,0
S108460,U13556,2026-05-14,Referral,FAQ,Mobile,UK,New,4.48,4.1,49.64,0,0
S109809,U15826,2026-05-14,Social Media,Checkout,Desktop,India,New,7.4,5.6,50.71,0,0
S107422,U14923,2026-05-14,Paid Search,Blog,Desktop,UK,New,6.38,4.0,64.59,0,0
S104964,U13752,2026-05-14,Direct,Blog,Mobile,India,New,4.1,3.6,64.46,0,0
S103051,U15589,2026-05-14,Organic Search,FAQ,Mobile,India,New,17.52,9.5,26.74,0,0
S102963,U14331,2026-05-14,Organic Search,Services,Desktop,India,New,3.46,4.2,60.35,1,100
S107825,U13238,2026-05-14,Referral,Services,Desktop,India,New,18.37,11.1,18.63,0,0
S101639,U11467,2026-05-14,Organic Search,Contact Us,Desktop,India,New,2.95,2.2,70.75,0,0
S104177,U13797,2026-05-14,Social Media,Products,Desktop,India,Returning,3.63,6.2,54.68,0,0
S102667,U10073,2026-05-14,Organic Search,Home,Desktop,Australia,Returning,4.86,3.0,71.93,0,0
S102489,U16296,2026-05-14,Direct,Contact Us,Desktop,India,New,4.1,3.4,60.45,0,0
S102308,U11519,2026-05-14,Paid Search,Services,Desktop,India,Returning,3.02,2.5,60.27,0,0
S105006,U10870,2026-05-14,Organic Search,Services,Desktop,India,Returning,1.74,2.3,75.84,0,0
S102990,U12461,2026-05-14,Direct,Product Details,Mobile,India,New,5.1,4.4,70.65,0,0
S109727,U14865,2026-05-14,Direct,Pricing,Mobile,India,New,3.93,4.5,71.81,0,0
S109138,U12084,2026-05-14,Direct,Services,Desktop,Canada,New,6.68,6.4,50.24,0,0
S101296,U11206,2026-05-14,Paid Search,Pricing,Desktop,UK,New,3.14,2.3,70.93,0,0
S105281,U10003,2026-05-14,Social Media,Pricing,Mobile,India,New,2.47,2.3,82.12,0,0
S102286,U13869,2026-05-14,Referral,Product Details,Desktop,India,Returning,9.0,6.8,49.24,0,0
S109476,U12077,2026-05-14,Paid Search,Blog,Desktop,India,New,6.65,5.3,52.45,0,0
S108803,U12786,2026-05-14,Paid Search,Products,Desktop,India,Returning,5.49,4.6,57.73,0,0
S100497,U16071,2026-05-14,Organic Search,About Us,Mobile,USA,New,5.88,4.9,61.48,0,0
S100499,U10741,2026-05-14,Referral,Product Details,Tablet,India,Returning,3.63,3.9,38.23,0,0
S106082,U12505,2026-05-14,Organic Search,Blog,Tablet,India,New,11.69,8.8,42.29,0,0
S108210,U12637,2026-05-14,Social Media,Products,Desktop,UK,New,2.41,2.3,71.27,0,0
S101486,U11302,2026-05-14,Social Media,Blog,Desktop,India,New,2.94,3.3,67.35,0,0
S104237,U16418,2026-05-14,Paid Search,Blog,Desktop,India,New,4.39,3.8,55.5,1,100
S103031,U16094,2026-05-14,Direct,Products,Mobile,Australia,New,3.87,2.2,77.66,0,0
S106793,U10313,2026-05-15,Direct,Home,Desktop,India,Returning,1.99,2.5,78.09,0,0
S103029,U13084,2026-05-15,Referral,Blog,Mobile,India,New,6.92,5.6,53.99,1,100
S102293,U16295,2026-05-15,Direct,Services,Desktop,Australia,New,4.75,4.3,42.28,0,0
S106303,U14591,2026-05-15,Organic Search,FAQ,Mobile,Canada,New,4.41,4.1,55.39,1,100
S106576,U12894,2026-05-15,Organic Search,Contact Us,Desktop,India,New,5.62,5.1,60.51,1,100
S109959,U11221,2026-05-15,Referral,Blog,Tablet,USA,Returning,3.28,1.7,63.64,0,0
S108014,U10889,2026-05-15,Organic Search,Home,Desktop,India,New,5.43,4.3,60.84,0,0
S108293,U12416,2026-05-15,Organic Search,Home,Mobile,India,Returning,4.48,3.8,56.95,0,0
S106879,U11302,2026-05-15,Referral,Blog,Mobile,Australia,New,4.24,3.8,67.98,0,0
S102830,U10789,2026-05-15,Direct,Home,Desktop,India,New,6.1,4.1,72.0,0,0
S107171,U13535,2026-05-15,Organic Search,Product Details,Mobile,Australia,New,3.44,3.6,73.17,0,0
S108274,U14453,2026-05-15,Direct,Blog,Desktop,USA,Returning,3.15,2.8,76.58,0,0
S106967,U14525,2026-05-15,Organic Search,Blog,Mobile,USA,New,8.31,6.6,31.28,0,0
S105678,U13184,2026-05-15,Paid Search,Product Details,Desktop,India,New,3.7,3.7,50.94,0,0
S108413,U10414,2026-05-15,Direct,Checkout,Mobile,Canada,New,2.28,2.1,59.93,0,0
S103052,U14918,2026-05-15,Organic Search,Services,Desktop,Australia,New,12.09,7.8,18.68,0,0
S107578,U11568,2026-05-15,Social Media,Contact Us,Tablet,USA,New,2.37,2.9,52.89,0,0
S108402,U13318,2026-05-15,Organic Search,Blog,Desktop,Canada,New,3.01,3.1,57.05,0,0
S101220,U12244,2026-05-15,Direct,Home,Desktop,India,New,4.01,2.8,67.63,0,0
S100339,U10957,2026-05-15,Paid Search,Products,Mobile,India,Returning,8.68,6.5,49.49,0,0
S109177,U14767,2026-05-15,Referral,Services,Mobile,India,Returning,6.63,5.0,66.82,0,0
S104290,U12746,2026-05-15,Referral,About Us,Desktop,UK,New,4.02,3.9,54.05,0,0
S105065,U10645,2026-05-15,Social Media,About Us,Desktop,USA,New,1.9,1.3,58.3,0,0
S103262,U15062,2026-05-15,Paid Search,Contact Us,Mobile,India,New,2.05,2.6,66.43,0,0
S102407,U15860,2026-05-15,Referral,Home,Mobile,India,Returning,1.35,1.2,71.15,0,0
S103853,U15947,2026-05-15,Organic Search,Product Details,Mobile,Canada,New,6.53,4.5,51.31,0,0
S102273,U15281,2026-05-15,Direct,Services,Mobile,India,New,5.1,3.3,68.37,0,0
S107332,U11832,2026-05-15,Paid Search,Product Details,Desktop,India,New,4.94,2.8,55.35,0,0
S102297,U11970,2026-05-15,Organic Search,FAQ,Desktop,Canada,Returning,5.69,6.3,51.79,1,100
S103103,U12529,2026-05-15,Paid Search,Services,Mobile,UK,Returning,1.6,1.6,80.87,0,0
S102355,U11638,2026-05-15,Organic Search,FAQ,Desktop,India,Returning,8.84,5.0,56.64,0,0
S100118,U10392,2026-05-15,Direct,Blog,Mobile,UK,Returning,7.52,3.5,58.58,0,0
S101550,U14502,2026-05-15,Organic Search,Contact Us,Tablet,UK,New,2.2,2.6,66.3,0,0
S102268,U11059,2026-05-15,Referral,Checkout,Desktop,Canada,New,11.85,9.5,29.4,1,100
S105592,U16232,2026-05-15,Paid Search,About Us,Mobile,India,New,3.99,6.2,45.37,0,0
S104914,U11272,2026-05-15,Direct,Product Details,Mobile,India,New,7.84,6.3,56.06,0,0
S103164,U14734,2026-05-15,Direct,Pricing,Mobile,India,New,3.35,3.3,56.7,0,0
S108230,U12893,2026-05-15,Paid Search,Pricing,Desktop,Canada,New,2.71,1.0,72.17,0,0
S101628,U12931,2026-05-15,Paid Search,Contact Us,Tablet,India,New,4.93,3.9,57.83,0,0
S104497,U12937,2026-05-15,Direct,FAQ,Tablet,Canada,New,5.42,4.2,58.38,0,0
S100276,U10489,2026-05-15,Organic Search,Product Details,Desktop,India,Returning,3.09,1.6,69.86,0,0
S104138,U16353,2026-05-15,Paid Search,Blog,Mobile,Canada,New,7.28,5.1,42.77,0,0
S102866,U12547,2026-05-15,Organic Search,FAQ,Mobile,India,Returning,7.73,4.2,60.62,0,0
S106544,U15594,2026-05-15,Direct,Products,Mobile,India,Returning,4.99,4.9,46.51,0,0
S108664,U15086,2026-05-15,Organic Search,Services,Desktop,UK,Returning,6.84,3.2,76.94,0,0
S109713,U11312,2026-05-15,Organic Search,Blog,Mobile,Canada,New,7.6,6.7,61.01,0,0
S101926,U10516,2026-05-15,Organic Search,Home,Mobile,India,Returning,5.64,3.3,58.54,0,0
S103416,U14080,2026-05-15,Organic Search,Pricing,Mobile,India,New,6.81,5.8,43.5,0,0
S109257,U13877,2026-05-15,Referral,Home,Mobile,India,New,1.52,1.0,66.33,0,0
S109371,U10367,2026-05-15,Social Media,Blog,Mobile,Canada,Returning,9.92,6.3,51.15,0,0
S109528,U13072,2026-05-15,Organic Search,Blog,Tablet,India,New,5.07,4.1,44.93,0,0
S104062,U13757,2026-05-16,Referral,Products,Mobile,India,New,3.69,2.5,62.66,0,0
S103575,U16025,2026-05-16,Direct,Contact Us,Desktop,India,Returning,9.95,4.5,32.99,0,0
S100059,U12042,2026-05-16,Social Media,Blog,Desktop,India,New,6.09,5.6,57.02,0,0
S100233,U15856,2026-05-16,Organic Search,Checkout,Mobile,India,Returning,2.31,2.9,78.79,0,0
S107963,U16448,2026-05-16,Direct,Blog,Mobile,India,New,6.06,4.0,64.92,0,0
S100942,U13267,2026-05-16,Paid Search,Products,Mobile,Canada,New,2.89,2.9,48.35,0,0
S107653,U10951,2026-05-16,Referral,Blog,Desktop,India,New,6.69,4.3,66.18,0,0
S100088,U16414,2026-05-16,Direct,Products,Mobile,UK,New,16.87,11.4,31.0,0,0
S109402,U12470,2026-05-16,Paid Search,Services,Mobile,India,Returning,2.49,4.0,66.98,1,100
S103854,U16269,2026-05-16,Paid Search,Blog,Desktop,USA,New,3.04,2.8,60.47,0,0
S109522,U14929,2026-05-16,Direct,Blog,Mobile,India,New,10.49,5.3,46.65,0,0
S108073,U11136,2026-05-16,Organic Search,Home,Mobile,India,New,9.02,6.2,43.19,0,0
S100191,U15505,2026-05-16,Paid Search,Checkout,Mobile,Canada,New,0.9,2.6,83.32,0,0
S109960,U14931,2026-05-16,Paid Search,Home,Tablet,Canada,New,11.56,8.5,44.59,1,100
S102543,U14132,2026-05-16,Referral,Blog,Mobile,India,Returning,5.95,6.1,52.92,0,0
S109079,U11837,2026-05-16,Paid Search,Contact Us,Desktop,India,New,2.65,3.8,70.96,0,0
S100926,U13819,2026-05-16,Paid Search,Product Details,Mobile,India,Returning,6.77,3.6,60.04,0,0
S108698,U14753,2026-05-16,Paid Search,Product Details,Mobile,India,Returning,3.68,2.8,60.28,1,100
S103680,U12175,2026-05-16,Organic Search,Home,Mobile,Canada,New,6.63,6.1,43.06,0,0
S100204,U13749,2026-05-16,Direct,FAQ,Mobile,India,New,4.47,3.8,63.22,0,0
S104150,U14729,2026-05-16,Organic Search,Services,Desktop,India,New,1.84,2.4,68.91,0,0
S109108,U11127,2026-05-16,Organic Search,Product Details,Desktop,India,New,4.14,2.9,61.18,0,0
S105973,U11306,2026-05-16,Organic Search,FAQ,Mobile,India,New,9.55,6.9,41.55,0,0
S106035,U14968,2026-05-16,Direct,Checkout,Desktop,UK,New,2.17,2.7,65.36,0,0
S107013,U16478,2026-05-16,Referral,Product Details,Desktop,India,New,3.32,3.1,74.44,0,0
S103754,U13422,2026-05-16,Direct,Services,Mobile,Australia,New,8.91,5.4,50.28,1,100
S107662,U13485,2026-05-16,Referral,Home,Mobile,India,New,3.23,2.9,66.77,0,0
S107850,U14791,2026-05-16,Organic Search,Checkout,Mobile,India,Returning,4.18,3.4,68.87,0,0
S109606,U11229,2026-05-16,Social Media,Services,Tablet,USA,New,10.67,8.0,29.33,0,0
S109241,U14970,2026-05-16,Organic Search,Checkout,Desktop,India,New,4.57,3.3,56.47,0,0
S109699,U14688,2026-05-16,Paid Search,Product Details,Desktop,India,New,6.75,4.3,59.2,0,0
S103098,U14836,2026-05-16,Direct,Pricing,Desktop,India,New,1.82,1.6,89.53,0,0
S108439,U11468,2026-05-16,Direct,Contact Us,Desktop,USA,New,3.62,3.8,61.63,1,100
S105535,U16337,2026-05-16,Direct,Checkout,Mobile,India,New,3.55,2.2,65.02,0,0
S101909,U12429,2026-05-16,Direct,Home,Desktop,India,Returning,4.13,5.4,57.94,0,0
S107279,U15449,2026-05-16,Paid Search,Home,Mobile,USA,New,10.7,6.7,44.74,0,0
S106151,U11412,2026-05-16,Paid Search,Contact Us,Desktop,Canada,New,4.05,3.0,64.8,0,0
S100383,U10017,2026-05-16,Organic Search,About Us,Desktop,UK,New,3.61,2.4,65.78,0,0
S107186,U11074,2026-05-16,Referral,Contact Us,Tablet,USA,New,3.29,3.3,64.57,0,0
S107025,U11452,2026-05-16,Direct,Services,Desktop,USA,New,4.78,4.8,52.35,0,0
S101990,U12947,2026-05-16,Direct,Checkout,Mobile,India,Returning,12.3,8.3,39.46,0,0
S100182,U11364,2026-05-16,Organic Search,Blog,Mobile,Canada,Returning,4.05,4.3,47.03,1,100
S108471,U10262,2026-05-16,Paid Search,Products,Desktop,India,New,2.51,2.6,62.79,0,0
S107112,U14659,2026-05-16,Direct,Pricing,Mobile,India,New,3.04,1.8,71.31,0,0
S108325,U13682,2026-05-16,Paid Search,Product Details,Tablet,Australia,New,2.08,1.8,66.69,0,0
S109659,U15199,2026-05-16,Organic Search,Checkout,Mobile,India,New,7.72,4.3,52.87,0,0
S109162,U15010,2026-05-16,Referral,Checkout,Desktop,India,New,1.62,2.8,68.95,0,0
S104847,U16161,2026-05-16,Paid Search,Products,Mobile,USA,New,10.61,8.7,35.96,0,0
S108623,U12441,2026-05-16,Paid Search,Contact Us,Desktop,Australia,New,1.51,1.2,77.76,0,0
S107233,U15869,2026-05-16,Paid Search,Home,Mobile,India,New,2.4,2.2,79.81,0,0
S108506,U13395,2026-05-16,Organic Search,Products,Mobile,UK,New,2.33,2.5,77.75,0,0
S105371,U14754,2026-05-16,Direct,Products,Desktop,USA,Returning,3.07,2.6,57.41,0,0
S109002,U15462,2026-05-16,Direct,Blog,Mobile,India,Returning,12.19,6.6,45.17,1,100
S107399,U14614,2026-05-17,Paid Search,FAQ,Mobile,India,New,3.49,2.1,70.07,0,0
S106506,U12579,2026-05-17,Organic Search,Home,Desktop,India,New,1.09,2.1,69.99,0,0
S104997,U11362,2026-05-17,Paid Search,Services,Desktop,India,New,5.49,5.7,38.19,0,0
S101100,U14628,2026-05-17,Paid Search,Services,Desktop,India,New,14.1,9.1,12.33,0,0
S107726,U11862,2026-05-17,Organic Search,Products,Mobile,India,New,1.17,1.0,62.24,0,0
S102651,U14586,2026-05-17,Organic Search,Home,Desktop,India,Returning,1.25,1.0,70.24,0,0
S101597,U15896,2026-05-17,Direct,Blog,Desktop,India,Returning,0.65,1.0,68.8,0,0
S107413,U15195,2026-05-17,Direct,About Us,Tablet,India,New,2.67,3.6,45.89,0,0
S104397,U15678,2026-05-17,Referral,Pricing,Mobile,UK,New,3.03,4.1,64.08,0,0
S104930,U13492,2026-05-17,Paid Search,Product Details,Desktop,India,Returning,4.03,4.7,64.93,1,100
S108195,U15534,2026-05-17,Paid Search,Contact Us,Mobile,India,New,6.32,5.6,64.75,0,0
S104455,U10245,2026-05-17,Paid Search,Products,Mobile,Australia,New,7.56,5.4,53.91,1,100
S108381,U15931,2026-05-17,Organic Search,Home,Desktop,India,New,5.85,4.8,40.43,0,0
S108197,U11363,2026-05-17,Social Media,Home,Desktop,UK,New,12.78,7.8,25.2,1,100
S106190,U10187,2026-05-17,Paid Search,Products,Tablet,India,New,2.89,2.7,84.52,0,0
S102128,U11083,2026-05-17,Direct,Blog,Desktop,India,Returning,2.58,3.3,55.52,0,0
S102101,U14970,2026-05-17,Referral,Contact Us,Mobile,India,Returning,3.48,2.9,67.11,1,100
S103837,U15745,2026-05-17,Organic Search,Contact Us,Mobile,India,New,3.57,3.1,62.86,0,0
S105044,U12560,2026-05-17,Organic Search,Products,Desktop,India,New,2.74,3.9,59.37,0,0
S109454,U14838,2026-05-17,Direct,Contact Us,Mobile,India,Returning,5.11,6.9,49.6,0,0
S102861,U11675,2026-05-17,Social Media,Product Details,Desktop,India,Returning,6.52,3.7,65.45,0,0
S101613,U10047,2026-05-17,Organic Search,Products,Mobile,India,Returning,1.42,2.0,72.87,0,0
S101953,U16073,2026-05-17,Paid Search,About Us,Mobile,India,New,3.42,3.5,61.21,0,0
S102896,U14313,2026-05-17,Referral,FAQ,Desktop,USA,New,2.63,1.1,81.62,0,0
S108028,U12167,2026-05-17,Direct,Products,Desktop,UK,New,11.65,7.3,38.13,0,0
S109467,U15580,2026-05-17,Paid Search,Home,Desktop,India,Returning,2.24,2.3,71.63,0,0
S107861,U15202,2026-05-17,Direct,Services,Desktop,Canada,New,9.41,7.8,53.64,1,100
S108479,U14223,2026-05-17,Organic Search,About Us,Mobile,India,Returning,18.33,12.1,11.85,0,0
S108569,U15177,2026-05-17,Organic Search,Blog,Mobile,India,New,3.41,2.7,55.05,0,0
S102333,U11328,2026-05-17,Referral,Products,Mobile,India,New,4.22,3.2,66.65,0,0
S105029,U10445,2026-05-17,Paid Search,About Us,Mobile,India,Returning,0.89,1.0,74.03,0,0
S106370,U10017,2026-05-17,Paid Search,Product Details,Desktop,India,Returning,2.58,3.7,68.56,0,0
S104160,U11107,2026-05-17,Social Media,Services,Mobile,India,New,0.8,1.2,68.99,0,0
S107096,U10495,2026-05-17,Paid Search,Product Details,Mobile,India,New,4.5,3.0,84.04,0,0
S108998,U14598,2026-05-17,Organic Search,Services,Desktop,USA,New,3.41,3.2,68.55,0,0
S105190,U12608,2026-05-17,Organic Search,Services,Desktop,India,Returning,5.41,4.6,55.53,1,100
S107169,U13730,2026-05-17,Direct,Contact Us,Mobile,India,Returning,3.78,2.6,62.32,0,0
S101237,U13229,2026-05-17,Organic Search,Pricing,Mobile,India,Returning,6.03,5.2,55.4,0,0
S109644,U14265,2026-05-17,Organic Search,Pricing,Desktop,Canada,Returning,8.96,7.4,41.0,0,0
S106141,U16170,2026-05-17,Paid Search,Services,Desktop,Canada,New,9.58,6.1,41.87,0,0
S101268,U11640,2026-05-17,Referral,FAQ,Tablet,India,New,9.54,4.9,46.8,1,100
S103550,U15718,2026-05-17,Organic Search,Checkout,Mobile,India,New,5.85,4.1,59.2,0,0
S106210,U11581,2026-05-17,Referral,Blog,Desktop,India,New,3.15,2.0,65.67,0,0
S107827,U14525,2026-05-17,Paid Search,Services,Mobile,Canada,New,9.68,6.9,39.8,0,0
S100635,U12327,2026-05-17,Organic Search,Products,Desktop,Australia,New,4.4,1.0,70.45,0,0
S107737,U16189,2026-05-17,Paid Search,Products,Mobile,USA,New,5.3,3.5,65.68,0,0
S101807,U13112,2026-05-17,Paid Search,Pricing,Desktop,UK,New,7.21,3.2,61.74,0,0
S100248,U14219,2026-05-17,Direct,Checkout,Mobile,India,New,1.08,1.3,67.5,0,0
S105996,U10129,2026-05-17,Paid Search,Blog,Mobile,India,New,7.95,5.1,59.12,0,0
S103275,U16000,2026-05-17,Social Media,Products,Tablet,India,New,1.72,3.8,65.06,0,0
S100648,U10699,2026-05-17,Direct,Contact Us,Mobile,India,Returning,8.46,4.8,54.07,0,0
S109903,U12322,2026-05-17,Paid Search,Home,Mobile,India,Returning,2.85,2.5,59.9,0,0
S100038,U11807,2026-05-17,Organic Search,Blog,Desktop,India,New,14.08,8.6,44.93,0,0
S106117,U10657,2026-05-17,Organic Search,Product Details,Desktop,India,New,2.32,2.7,67.83,0,0
S109596,U10013,2026-05-17,Paid Search,FAQ,Mobile,India,New,6.08,4.5,52.39,0,0
S100693,U12994,2026-05-17,Organic Search,Blog,Mobile,Australia,Returning,6.34,4.7,48.8,0,0
S106723,U10299,2026-05-17,Direct,Pricing,Desktop,India,Returning,2.73,3.7,62.76,1,100
S106142,U13077,2026-05-17,Paid Search,Product Details,Desktop,Canada,Returning,4.26,2.6,68.09,0,0
S107537,U12682,2026-05-17,Direct,Product Details,Mobile,USA,Returning,5.27,3.5,47.16,0,0
S109767,U15994,2026-05-18,Direct,Contact Us,Mobile,India,New,4.51,4.9,69.33,0,0
S102612,U12369,2026-05-18,Referral,Product Details,Desktop,India,Returning,0.3,1.0,78.47,0,0
S102662,U15790,2026-05-18,Referral,FAQ,Mobile,Canada,New,2.4,4.2,57.24,0,0
S108696,U13165,2026-05-18,Organic Search,Contact Us,Mobile,India,New,2.92,4.0,56.1,0,0
S100546,U14647,2026-05-18,Organic Search,Pricing,Mobile,India,New,23.06,13.8,10.0,0,0
S102169,U14733,2026-05-18,Social Media,Blog,Desktop,Canada,New,0.86,1.9,64.34,0,0
S108384,U14785,2026-05-18,Paid Search,Home,Mobile,India,New,3.06,1.0,78.71,0,0
S106480,U10144,2026-05-18,Organic Search,Product Details,Desktop,India,New,1.46,2.2,69.38,0,0
S100900,U12018,2026-05-18,Organic Search,About Us,Desktop,Australia,New,2.11,3.1,63.9,0,0
S108252,U14517,2026-05-18,Direct,Contact Us,Desktop,India,New,10.69,7.5,26.74,0,0
S100298,U12050,2026-05-18,Organic Search,Products,Tablet,India,New,4.26,6.0,41.38,0,0
S109921,U12514,2026-05-18,Organic Search,About Us,Desktop,India,New,6.86,5.3,56.66,0,0
S102491,U11073,2026-05-18,Organic Search,Products,Mobile,Australia,New,3.18,3.1,61.46,0,0
S108377,U13439,2026-05-18,Referral,Pricing,Mobile,India,Returning,3.63,2.7,59.42,0,0
S109334,U10597,2026-05-18,Referral,FAQ,Mobile,India,New,2.35,3.1,64.66,0,0
S105864,U13792,2026-05-18,Organic Search,FAQ,Tablet,Canada,Returning,3.0,2.7,89.88,1,100
S109920,U13794,2026-05-18,Organic Search,Contact Us,Mobile,India,New,2.19,3.0,54.03,0,0
S106909,U11548,2026-05-18,Organic Search,Product Details,Mobile,India,New,12.43,7.5,47.78,1,100
S108116,U15138,2026-05-18,Social Media,Checkout,Mobile,Canada,New,4.25,4.6,64.97,0,0
S107282,U10516,2026-05-18,Paid Search,Home,Tablet,Australia,Returning,3.79,3.5,66.1,0,0
S101206,U15789,2026-05-18,Social Media,Home,Mobile,Canada,New,4.84,4.6,39.67,0,0
S100240,U15792,2026-05-18,Social Media,Contact Us,Mobile,India,Returning,9.18,5.5,56.79,0,0
S104020,U14153,2026-05-18,Organic Search,FAQ,Mobile,Canada,New,7.23,5.6,39.37,0,0
S109448,U14877,2026-05-18,Organic Search,Products,Mobile,India,New,7.98,4.5,57.61,1,100
S105369,U10858,2026-05-18,Organic Search,Home,Mobile,India,Returning,1.57,1.0,65.88,0,0
S100326,U12558,2026-05-18,Direct,About Us,Mobile,India,New,4.46,5.7,55.33,0,0
S109907,U11387,2026-05-18,Direct,Services,Mobile,India,Returning,8.93,5.0,49.6,0,0
S101749,U15641,2026-05-18,Referral,Services,Desktop,India,Returning,12.56,9.6,24.89,1,100
S101971,U15180,2026-05-18,Organic Search,Services,Tablet,India,New,2.59,3.1,61.14,0,0
S100002,U15227,2026-05-18,Paid Search,Pricing,Desktop,India,New,7.16,6.0,51.88,0,0
S104073,U12423,2026-05-18,Paid Search,About Us,Desktop,India,New,6.58,5.3,58.64,0,0
S102729,U15079,2026-05-18,Direct,Contact Us,Desktop,Canada,New,3.89,2.7,73.07,0,0
S104084,U12343,2026-05-18,Organic Search,Services,Mobile,USA,New,10.15,7.0,50.9,0,0
S109468,U14229,2026-05-18,Organic Search,Checkout,Mobile,India,New,4.25,2.6,63.7,0,0
S100689,U15773,2026-05-18,Referral,Blog,Mobile,USA,New,5.18,5.0,43.93,0,0
S107851,U10925,2026-05-18,Paid Search,Home,Mobile,India,New,2.39,3.2,54.95,0,0
